date,channel,campaign,amount_spent_usd,clicks,impressions,cpc
2024-03-20,Meta_Facebook,FB_Awareness,1687.22,1242,29808,1.358
2024-03-20,TikTok,TikTok_Video1,1092.21,521,20840,2.096
2024-03-20,TikTok,TikTok_Promo,1378.48,632,26544,2.181
2024-03-20,LinkedIn,LinkedIn_B2B,1030.41,1113,50085,0.926
2024-03-20,LinkedIn,LinkedIn_Lead,780.39,1048,18864,0.745
2024-03-20,Email,Email_Welcome,235.23,101,4545,2.329
2024-03-20,Email,Email_Promo,240.73,251,7781,0.959
2024-03-20,Email,Email_Retention,213.61,202,4848,1.057
2024-03-20,Organic,Organic_SEO,0.0,207,7452,0.0
2024-03-20,Organic,Organic_Direct,0.0,219,7227,0.0
2024-03-21,Google_Search,GSearch_Brand,1151.4,932,15844,1.235
2024-03-21,Google_Search,GSearch_Generic,1676.34,628,29516,2.669
2024-03-21,Google_Search,GSearch_Competitor,1950.78,950,38000,2.053
2024-03-21,Meta_Facebook,FB_Retargeting,1812.02,1034,35156,1.752
2024-03-21,Meta_Facebook,FB_Lookalike,1200.73,783,14877,1.533
2024-03-21,Meta_Facebook,FB_Awareness,533.52,533,19188,1.001
2024-03-21,TikTok,TikTok_Video1,1483.35,542,21138,2.737
2024-03-21,TikTok,TikTok_Promo,386.19,145,3045,2.663
2024-03-21,LinkedIn,LinkedIn_B2B,2035.78,1184,59200,1.719
2024-03-21,LinkedIn,LinkedIn_Lead,2471.94,1925,25025,1.284
2024-03-21,Email,Email_Welcome,51.18,43,860,1.19
2024-03-21,Email,Email_Promo,194.07,216,3240,0.898
2024-03-21,Email,Email_Retention,82.35,51,1887,1.615
2024-03-21,Organic,Organic_SEO,0.0,294,9996,0.0
2024-03-21,Organic,Organic_Direct,0.0,323,7106,0.0
2024-03-22,Google_Search,GSearch_Brand,2326.65,809,24270,2.876
2024-03-22,Google_Search,GSearch_Generic,2392.12,1308,14388,1.829
2024-03-22,Google_Search,GSearch_Competitor,2191.87,1060,26500,2.068
2024-03-22,Meta_Facebook,FB_Retargeting,684.65,254,7366,2.695
2024-03-22,Meta_Facebook,FB_Lookalike,519.18,355,16685,1.462
2024-03-22,Meta_Facebook,FB_Awareness,820.4,1236,14832,0.664
2024-03-22,TikTok,TikTok_Video1,587.66,478,20554,1.229
2024-03-22,TikTok,TikTok_Promo,975.28,725,13050,1.345
2024-03-22,LinkedIn,LinkedIn_B2B,1119.74,406,12992,2.758
2024-03-22,LinkedIn,LinkedIn_Lead,1975.24,2165,75775,0.912
2024-03-22,Email,Email_Welcome,54.78,51,918,1.074
2024-03-22,Email,Email_Promo,102.8,185,7770,0.556
2024-03-22,Email,Email_Retention,92.25,65,780,1.419
2024-03-22,Organic,Organic_SEO,0.0,377,9802,0.0
2024-03-22,Organic,Organic_Direct,0.0,369,4797,0.0
2024-03-23,Google_Search,GSearch_Brand,1984.81,3201,51216,0.62
2024-03-23,Google_Search,GSearch_Generic,2133.92,3884,66028,0.549
2024-03-23,Google_Search,GSearch_Competitor,1541.94,1062,47790,1.452
2024-03-23,Meta_Facebook,FB_Retargeting,729.66,323,7429,2.259
2024-03-23,Meta_Facebook,FB_Lookalike,1481.83,713,20677,2.078
2024-03-23,Meta_Facebook,FB_Awareness,1015.48,1349,58007,0.753
2024-03-23,TikTok,TikTok_Video1,550.97,273,4914,2.018
2024-03-23,TikTok,TikTok_Promo,744.47,271,11382,2.747
2024-03-23,LinkedIn,LinkedIn_B2B,1909.41,2403,40851,0.795
2024-03-23,LinkedIn,LinkedIn_Lead,2048.0,1174,56352,1.744
2024-03-23,Email,Email_Welcome,99.94,86,3698,1.162
2024-03-23,Email,Email_Promo,293.28,210,7560,1.397
2024-03-23,Email,Email_Retention,123.84,206,8446,0.601
2024-03-23,Organic,Organic_SEO,0.0,402,16080,0.0
2024-03-23,Organic,Organic_Direct,0.0,51,510,0.0
2024-03-24,Google_Search,GSearch_Brand,2179.08,787,36202,2.769
2024-03-24,Google_Search,GSearch_Generic,2172.55,2488,37320,0.873
2024-03-24,Google_Search,GSearch_Competitor,2448.82,3561,56976,0.688
2024-03-24,Meta_Facebook,FB_Retargeting,1838.12,870,33930,2.113
2024-03-24,Meta_Facebook,FB_Lookalike,1980.73,1597,62283,1.24
2024-03-24,Meta_Facebook,FB_Awareness,385.14,152,1824,2.534
2024-03-24,TikTok,TikTok_Video1,1307.92,933,27990,1.402
2024-03-24,TikTok,TikTok_Promo,753.79,954,11448,0.79
2024-03-24,LinkedIn,LinkedIn_B2B,420.31,496,9920,0.847
2024-03-24,LinkedIn,LinkedIn_Lead,1090.19,398,19502,2.739
2024-03-24,Email,Email_Welcome,117.08,50,1650,2.342
2024-03-24,Email,Email_Promo,253.74,265,9275,0.958
2024-03-24,Email,Email_Retention,150.06,91,3094,1.649
2024-03-24,Organic,Organic_SEO,0.0,294,10584,0.0
2024-03-24,Organic,Organic_Direct,0.0,458,9160,0.0
2024-03-25,Google_Search,GSearch_Brand,782.64,349,4537,2.243
2024-03-25,Google_Search,GSearch_Generic,2953.92,1131,18096,2.612
2024-03-25,Google_Search,GSearch_Competitor,1540.07,779,35834,1.977
2024-03-25,Meta_Facebook,FB_Retargeting,1453.27,1524,51816,0.954
2024-03-25,Meta_Facebook,FB_Lookalike,1624.58,800,14400,2.031
2024-03-25,Meta_Facebook,FB_Awareness,1121.24,651,23436,1.722
2024-03-25,TikTok,TikTok_Video1,772.89,1173,35190,0.659
2024-03-25,TikTok,TikTok_Promo,216.07,80,3440,2.701
2024-03-25,LinkedIn,LinkedIn_B2B,2011.81,1036,47656,1.942
2024-03-25,LinkedIn,LinkedIn_Lead,870.37,301,9331,2.892
2024-03-25,Email,Email_Welcome,179.77,80,3920,2.247
2024-03-25,Email,Email_Promo,73.81,34,850,2.171
2024-03-25,Email,Email_Retention,170.48,78,2652,2.186
2024-03-25,Organic,Organic_SEO,0.0,473,21285,0.0
2024-03-25,Organic,Organic_Direct,0.0,363,4719,0.0
2024-03-26,Google_Search,GSearch_Brand,529.11,186,7812,2.845
2024-03-26,Google_Search,GSearch_Generic,2622.11,997,19940,2.63
2024-03-26,Google_Search,GSearch_Competitor,687.16,397,9925,1.731
2024-03-26,Meta_Facebook,FB_Retargeting,862.52,721,30282,1.196
2024-03-26,Meta_Facebook,FB_Lookalike,678.6,321,11235,2.114
2024-03-26,Meta_Facebook,FB_Awareness,1689.08,2423,92074,0.697
2024-03-26,TikTok,TikTok_Video1,1241.64,766,31406,1.621
2024-03-26,TikTok,TikTok_Promo,781.19,980,40180,0.797
2024-03-26,LinkedIn,LinkedIn_B2B,1965.0,3609,126315,0.544
2024-03-26,LinkedIn,LinkedIn_Lead,1265.91,668,6680,1.895
2024-03-26,Email,Email_Welcome,256.48,103,5047,2.49
2024-03-26,Email,Email_Promo,209.38,76,3420,2.755
2024-03-26,Email,Email_Retention,101.71,46,1426,2.211
2024-03-26,Organic,Organic_SEO,0.0,77,1848,0.0
2024-03-26,Organic,Organic_Direct,0.0,219,9855,0.0
2024-03-27,Google_Search,GSearch_Brand,2418.54,1209,39897,2.0
2024-03-27,Google_Search,GSearch_Generic,2289.78,2916,69984,0.785
2024-03-27,Google_Search,GSearch_Competitor,505.49,364,18200,1.389
2024-03-27,Meta_Facebook,FB_Retargeting,1939.54,1576,67768,1.231
2024-03-27,Meta_Facebook,FB_Lookalike,935.61,1221,24420,0.766
2024-03-27,Meta_Facebook,FB_Awareness,1137.12,445,16020,2.555
2024-03-27,TikTok,TikTok_Video1,339.05,167,3674,2.03
2024-03-27,TikTok,TikTok_Promo,356.97,135,3105,2.644
2024-03-27,LinkedIn,LinkedIn_B2B,1359.8,554,17174,2.455
2024-03-27,LinkedIn,LinkedIn_Lead,626.31,407,20350,1.539
2024-03-27,Email,Email_Welcome,259.37,131,4978,1.98
2024-03-27,Email,Email_Promo,164.35,83,3486,1.98
2024-03-27,Email,Email_Retention,83.66,47,2021,1.78
2024-03-27,Organic,Organic_SEO,0.0,333,12321,0.0
2024-03-27,Organic,Organic_Direct,0.0,297,12474,0.0
2024-03-28,Google_Search,GSearch_Brand,2452.7,883,41501,2.778
2024-03-28,Google_Search,GSearch_Generic,934.13,368,5888,2.538
2024-03-28,Google_Search,GSearch_Competitor,1468.51,733,21990,2.003
2024-03-28,Meta_Facebook,FB_Retargeting,1156.99,791,37968,1.463
2024-03-28,Meta_Facebook,FB_Lookalike,1857.05,771,20817,2.409
2024-03-28,Meta_Facebook,FB_Awareness,976.38,719,20132,1.358
2024-03-28,TikTok,TikTok_Video1,788.7,946,34056,0.834
2024-03-28,TikTok,TikTok_Promo,983.28,362,15204,2.716
2024-03-28,LinkedIn,LinkedIn_B2B,1027.72,456,13680,2.254
2024-03-28,LinkedIn,LinkedIn_Lead,1894.94,667,33350,2.841
2024-03-28,Email,Email_Welcome,104.34,101,2828,1.033
2024-03-28,Email,Email_Promo,221.65,79,1422,2.806
2024-03-28,Email,Email_Retention,295.33,138,2898,2.14
2024-03-28,Organic,Organic_SEO,0.0,405,20250,0.0
2024-03-28,Organic,Organic_Direct,0.0,109,3488,0.0
2024-03-29,Google_Search,GSearch_Brand,1905.7,973,35028,1.959
2024-03-29,Google_Search,GSearch_Generic,2185.61,799,35156,2.735
2024-03-29,Google_Search,GSearch_Competitor,1214.82,463,4630,2.624
2024-03-29,Meta_Facebook,FB_Retargeting,1188.64,2110,40090,0.563
2024-03-29,Meta_Facebook,FB_Lookalike,390.21,608,16416,0.642
2024-03-29,Meta_Facebook,FB_Awareness,1575.31,1745,48860,0.903
2024-03-29,TikTok,TikTok_Video1,1088.41,1256,16328,0.867
2024-03-29,TikTok,TikTok_Promo,1097.77,886,38984,1.239
2024-03-29,LinkedIn,LinkedIn_B2B,467.84,184,2944,2.543
2024-03-29,LinkedIn,LinkedIn_Lead,1693.83,773,34785,2.191
2024-03-29,Email,Email_Welcome,266.21,112,5040,2.377
2024-03-29,Email,Email_Promo,147.22,82,2296,1.795
2024-03-29,Email,Email_Retention,223.23,361,12274,0.618
2024-03-29,Organic,Organic_SEO,0.0,453,13590,0.0
2024-03-29,Organic,Organic_Direct,0.0,77,770,0.0
2024-03-30,Google_Search,GSearch_Brand,2359.17,2341,88958,1.008
2024-03-30,Google_Search,GSearch_Generic,2574.96,926,30558,2.781
2024-03-30,Google_Search,GSearch_Competitor,2387.77,1279,61392,1.867
2024-03-30,Meta_Facebook,FB_Retargeting,634.0,274,6028,2.314
2024-03-30,Meta_Facebook,FB_Lookalike,800.1,847,11858,0.945
2024-03-30,Meta_Facebook,FB_Awareness,617.86,661,27762,0.935
2024-03-30,TikTok,TikTok_Video1,355.16,590,15930,0.602
2024-03-30,TikTok,TikTok_Promo,923.58,1119,52593,0.825
2024-03-30,LinkedIn,LinkedIn_B2B,2176.63,4233,165087,0.514
2024-03-30,LinkedIn,LinkedIn_Lead,1890.35,2131,40489,0.887
2024-03-30,Email,Email_Welcome,282.16,141,7050,2.001
2024-03-30,Email,Email_Promo,203.9,94,3854,2.169
2024-03-30,Email,Email_Retention,247.48,131,1834,1.889
2024-03-30,Organic,Organic_SEO,0.0,212,9116,0.0
2024-03-30,Organic,Organic_Direct,0.0,144,6192,0.0
